n_ensayo,suma,n,value,peso
1906,51,13,0.0193,0.9843000000000001
4490,51,13,0.0193,0.9843000000000001
5605,51,13,0.0193,0.9843000000000001
5879,51,13,0.0193,0.9843000000000001
6222,51,13,0.0193,0.9843000000000001
8079,51,13,0.0193,0.9843000000000001
8423,51,13,0.0193,0.9843000000000001
9467,51,13,0.0193,0.9843000000000001
9492,51,13,0.0193,0.9843000000000001
199,22,8,0.0447,0.9833999999999999
328,22,8,0.0447,0.9833999999999999
598,22,8,0.0447,0.9833999999999999
1342,22,8,0.0447,0.9833999999999999
1446,22,8,0.0447,0.9833999999999999
2138,22,8,0.0447,0.9833999999999999
2875,22,8,0.0447,0.9833999999999999
2894,22,8,0.0447,0.9833999999999999
2987,22,8,0.0447,0.9833999999999999
3380,22,8,0.0447,0.9833999999999999
3990,22,8,0.0447,0.9833999999999999
6031,22,8,0.0447,0.9833999999999999
6205,22,8,0.0447,0.9833999999999999
6471,22,8,0.0447,0.9833999999999999
6848,22,8,0.0447,0.9833999999999999
7466,22,8,0.0447,0.9833999999999999
8972,22,8,0.0447,0.9833999999999999
435,29,10,0.0338,0.9802
5099,29,10,0.0338,0.9802
5441,29,10,0.0338,0.9802
6327,29,10,0.0338,0.9802
6774,29,10,0.0338,0.9802
8640,29,10,0.0338,0.9802
9461,29,10,0.0338,0.9802
606,26,9,0.0376,0.9776
2727,26,9,0.0376,0.9776
3239,26,9,0.0376,0.9776
4702,26,9,0.0376,0.9776
5493,26,9,0.0376,0.9776
5822,26,9,0.0376,0.9776
5855,26,9,0.0376,0.9776
6559,26,9,0.0376,0.9776
6728,26,9,0.0376,0.9776
7841,26,9,0.0376,0.9776
8683,26,9,0.0376,0.9776
8817,26,9,0.0376,0.9776
9867,26,9,0.0376,0.9776
817,18,7,0.054,0.972
3175,18,7,0.054,0.972
4219,18,7,0.054,0.972
5316,18,7,0.054,0.972
5358,18,7,0.054,0.972
5631,18,7,0.054,0.972
5906,18,7,0.054,0.972
7137,18,7,0.054,0.972
7204,18,7,0.054,0.972
7205,18,7,0.054,0.972
7381,18,7,0.054,0.972
7595,18,7,0.054,0.972
7598,18,7,0.054,0.972
7917,18,7,0.054,0.972
266,58,14,0.0167,0.9686
525,58,14,0.0167,0.9686
973,58,14,0.0167,0.9686
2350,58,14,0.0167,0.9686
2417,58,14,0.0167,0.9686
5216,58,14,0.0167,0.9686
8980,58,14,0.0167,0.9686
6,43,12,0.0225,0.9674999999999999
106,43,12,0.0225,0.9674999999999999
297,43,12,0.0225,0.9674999999999999
485,43,12,0.0225,0.9674999999999999
572,43,12,0.0225,0.9674999999999999
870,43,12,0.0225,0.9674999999999999
1407,43,12,0.0225,0.9674999999999999
1456,43,12,0.0225,0.9674999999999999
1725,43,12,0.0225,0.9674999999999999
2262,43,12,0.0225,0.9674999999999999
2939,43,12,0.0225,0.9674999999999999
2963,43,12,0.0225,0.9674999999999999
3112,43,12,0.0225,0.9674999999999999
3345,43,12,0.0225,0.9674999999999999
3870,43,12,0.0225,0.9674999999999999
4109,43,12,0.0225,0.9674999999999999
4156,43,12,0.0225,0.9674999999999999
4818,43,12,0.0225,0.9674999999999999
5593,43,12,0.0225,0.9674999999999999
5826,43,12,0.0225,0.9674999999999999
5918,43,12,0.0225,0.9674999999999999
6562,43,12,0.0225,0.9674999999999999
7416,43,12,0.0225,0.9674999999999999
8113,43,12,0.0225,0.9674999999999999
9505,43,12,0.0225,0.9674999999999999
16,50,13,0.0193,0.9650000000000001
659,50,13,0.0193,0.9650000000000001
1589,50,13,0.0193,0.9650000000000001
1649,50,13,0.0193,0.9650000000000001
4524,50,13,0.0193,0.9650000000000001
4842,50,13,0.0193,0.9650000000000001
6379,50,13,0.0193,0.9650000000000001
6392,50,13,0.0193,0.9650000000000001
9394,50,13,0.0193,0.9650000000000001
731,33,11,0.0292,0.9636
2108,33,11,0.0292,0.9636
3648,33,11,0.0292,0.9636
3673,33,11,0.0292,0.9636
3685,33,11,0.0292,0.9636
5134,33,11,0.0292,0.9636
6592,33,11,0.0292,0.9636
8187,33,11,0.0292,0.9636
8476,33,11,0.0292,0.9636
9855,33,11,0.0292,0.9636
246,14,6,0.0687,0.9618
461,14,6,0.0687,0.9618
508,14,6,0.0687,0.9618
1088,14,6,0.0687,0.9618
1175,14,6,0.0687,0.9618
1415,14,6,0.0687,0.9618
1839,14,6,0.0687,0.9618
2127,14,6,0.0687,0.9618
2132,14,6,0.0687,0.9618
2620,14,6,0.0687,0.9618
4327,14,6,0.0687,0.9618
4437,14,6,0.0687,0.9618
4442,14,6,0.0687,0.9618
4720,14,6,0.0687,0.9618
4874,14,6,0.0687,0.9618
5173,14,6,0.0687,0.9618
5302,14,6,0.0687,0.9618
5304,14,6,0.0687,0.9618
5386,14,6,0.0687,0.9618
5938,14,6,0.0687,0.9618
6576,14,6,0.0687,0.9618
6890,14,6,0.0687,0.9618
7632,14,6,0.0687,0.9618
8514,75,16,0.0128,0.9600000000000001
53,8,3,0.119,0.952
91,8,3,0.119,0.952
102,8,3,0.119,0.952
113,8,3,0.119,0.952
141,8,3,0.119,0.952
164,8,3,0.119,0.952
165,8,3,0.119,0.952
289,8,3,0.119,0.952
307,8,3,0.119,0.952
367,8,3,0.119,0.952
372,8,3,0.119,0.952
393,8,3,0.119,0.952
442,8,3,0.119,0.952
452,8,3,0.119,0.952
480,8,3,0.119,0.952
486,8,3,0.119,0.952
616,8,3,0.119,0.952
628,8,3,0.119,0.952
635,8,3,0.119,0.952
644,8,3,0.119,0.952
645,8,3,0.119,0.952
685,8,3,0.119,0.952
698,8,3,0.119,0.952
709,8,3,0.119,0.952
729,8,3,0.119,0.952
738,8,3,0.119,0.952
747,8,3,0.119,0.952
762,8,3,0.119,0.952
780,8,3,0.119,0.952
803,8,3,0.119,0.952
813,8,3,0.119,0.952
859,8,3,0.119,0.952
865,8,3,0.119,0.952
880,8,3,0.119,0.952
945,8,3,0.119,0.952
991,8,3,0.119,0.952
1095,8,3,0.119,0.952
1206,8,3,0.119,0.952
1313,8,3,0.119,0.952
1441,8,3,0.119,0.952
1467,8,3,0.119,0.952
1469,8,3,0.119,0.952
1488,8,3,0.119,0.952
1565,8,3,0.119,0.952
1571,8,3,0.119,0.952
1613,8,3,0.119,0.952
1624,8,3,0.119,0.952
1715,8,3,0.119,0.952
1733,8,3,0.119,0.952
1853,8,3,0.119,0.952
1936,8,3,0.119,0.952
1950,8,3,0.119,0.952
1954,8,3,0.119,0.952
1969,8,3,0.119,0.952
2001,8,3,0.119,0.952
2019,8,3,0.119,0.952
2029,8,3,0.119,0.952
2044,8,3,0.119,0.952
2047,8,3,0.119,0.952
2064,8,3,0.119,0.952
2106,8,3,0.119,0.952
2148,8,3,0.119,0.952
2184,8,3,0.119,0.952
2231,8,3,0.119,0.952
2261,8,3,0.119,0.952
2263,8,3,0.119,0.952
2264,8,3,0.119,0.952
2280,8,3,0.119,0.952
2295,8,3,0.119,0.952
2325,8,3,0.119,0.952
2356,8,3,0.119,0.952
2369,8,3,0.119,0.952
2423,8,3,0.119,0.952
2492,8,3,0.119,0.952
2503,8,3,0.119,0.952
2515,8,3,0.119,0.952
2518,8,3,0.119,0.952
2639,8,3,0.119,0.952
2695,8,3,0.119,0.952
2700,8,3,0.119,0.952
2718,8,3,0.119,0.952
2719,8,3,0.119,0.952
2787,8,3,0.119,0.952
2828,8,3,0.119,0.952
2853,8,3,0.119,0.952
2918,8,3,0.119,0.952
2982,8,3,0.119,0.952
3041,8,3,0.119,0.952
3043,8,3,0.119,0.952
3127,8,3,0.119,0.952
3149,8,3,0.119,0.952
3170,8,3,0.119,0.952
3219,8,3,0.119,0.952
3262,8,3,0.119,0.952
3357,8,3,0.119,0.952
3416,8,3,0.119,0.952
3508,8,3,0.119,0.952
3596,8,3,0.119,0.952
3602,8,3,0.119,0.952
3634,8,3,0.119,0.952
3692,8,3,0.119,0.952
3722,8,3,0.119,0.952
3755,8,3,0.119,0.952
3788,8,3,0.119,0.952
3855,8,3,0.119,0.952
3931,8,3,0.119,0.952
3956,8,3,0.119,0.952
3988,8,3,0.119,0.952
4189,8,3,0.119,0.952
4280,8,3,0.119,0.952
4283,8,3,0.119,0.952
4324,8,3,0.119,0.952
4326,8,3,0.119,0.952
4355,8,3,0.119,0.952
4402,8,3,0.119,0.952
4433,8,3,0.119,0.952
4456,8,3,0.119,0.952
4507,8,3,0.119,0.952
4521,8,3,0.119,0.952
4538,8,3,0.119,0.952
4585,8,3,0.119,0.952
4657,8,3,0.119,0.952
4666,8,3,0.119,0.952
4709,8,3,0.119,0.952
4736,8,3,0.119,0.952
4764,8,3,0.119,0.952
4779,8,3,0.119,0.952
5004,8,3,0.119,0.952
5145,8,3,0.119,0.952
5182,8,3,0.119,0.952
5225,8,3,0.119,0.952
5309,8,3,0.119,0.952
5440,8,3,0.119,0.952
5473,8,3,0.119,0.952
5579,8,3,0.119,0.952
5621,8,3,0.119,0.952
5635,8,3,0.119,0.952
5697,8,3,0.119,0.952
5744,8,3,0.119,0.952
5770,8,3,0.119,0.952
5781,8,3,0.119,0.952
5901,8,3,0.119,0.952
5958,8,3,0.119,0.952
5965,8,3,0.119,0.952
6012,8,3,0.119,0.952
6059,8,3,0.119,0.952
6091,8,3,0.119,0.952
6106,8,3,0.119,0.952
6164,8,3,0.119,0.952
6307,8,3,0.119,0.952
6371,8,3,0.119,0.952
6381,8,3,0.119,0.952
6444,8,3,0.119,0.952
6507,8,3,0.119,0.952
6517,8,3,0.119,0.952
6519,8,3,0.119,0.952
6553,8,3,0.119,0.952
6570,8,3,0.119,0.952
6599,8,3,0.119,0.952
6687,8,3,0.119,0.952
6710,8,3,0.119,0.952
6749,8,3,0.119,0.952
6811,8,3,0.119,0.952
6913,8,3,0.119,0.952
6914,8,3,0.119,0.952
6933,8,3,0.119,0.952
6943,8,3,0.119,0.952
7028,8,3,0.119,0.952
7048,8,3,0.119,0.952
7092,8,3,0.119,0.952
7106,8,3,0.119,0.952
7138,8,3,0.119,0.952
7279,8,3,0.119,0.952
7290,8,3,0.119,0.952
7335,8,3,0.119,0.952
7403,8,3,0.119,0.952
7432,8,3,0.119,0.952
7444,8,3,0.119,0.952
7484,8,3,0.119,0.952
7495,8,3,0.119,0.952
7561,8,3,0.119,0.952
7564,8,3,0.119,0.952
7607,8,3,0.119,0.952
7688,8,3,0.119,0.952
7785,8,3,0.119,0.952
7877,8,3,0.119,0.952
7890,8,3,0.119,0.952
7934,8,3,0.119,0.952
7944,8,3,0.119,0.952
7968,8,3,0.119,0.952
7992,8,3,0.119,0.952
8039,8,3,0.119,0.952
8106,8,3,0.119,0.952
8118,8,3,0.119,0.952
8131,8,3,0.119,0.952
8231,8,3,0.119,0.952
8262,8,3,0.119,0.952
8285,8,3,0.119,0.952
8298,8,3,0.119,0.952
8341,8,3,0.119,0.952
8427,8,3,0.119,0.952
8438,8,3,0.119,0.952
8664,8,3,0.119,0.952
8857,8,3,0.119,0.952
8891,8,3,0.119,0.952
8940,8,3,0.119,0.952
8963,8,3,0.119,0.952
9101,8,3,0.119,0.952
9135,8,3,0.119,0.952
9139,8,3,0.119,0.952
9141,8,3,0.119,0.952
9144,8,3,0.119,0.952
9161,8,3,0.119,0.952
9168,8,3,0.119,0.952
9169,8,3,0.119,0.952
9188,8,3,0.119,0.952
9231,8,3,0.119,0.952
9239,8,3,0.119,0.952
9248,8,3,0.119,0.952
9296,8,3,0.119,0.952
9338,8,3,0.119,0.952
9368,8,3,0.119,0.952
9370,8,3,0.119,0.952
9392,8,3,0.119,0.952
9437,8,3,0.119,0.952
9439,8,3,0.119,0.952
9472,8,3,0.119,0.952
9479,8,3,0.119,0.952
9576,8,3,0.119,0.952
9630,8,3,0.119,0.952
9643,8,3,0.119,0.952
9665,8,3,0.119,0.952
9694,8,3,0.119,0.952
9710,8,3,0.119,0.952
9743,8,3,0.119,0.952
9803,8,3,0.119,0.952
9833,8,3,0.119,0.952
9834,8,3,0.119,0.952
9945,8,3,0.119,0.952
9961,8,3,0.119,0.952
343,57,14,0.0167,0.9519
1384,57,14,0.0167,0.9519
1529,57,14,0.0167,0.9519
6650,57,14,0.0167,0.9519
7168,57,14,0.0167,0.9519
8696,57,14,0.0167,0.9519
9182,74,16,0.0128,0.9472
840,28,10,0.0338,0.9463999999999999
2709,28,10,0.0338,0.9463999999999999
2738,28,10,0.0338,0.9463999999999999
122,49,13,0.0193,0.9457000000000001
316,49,13,0.0193,0.9457000000000001
2229,49,13,0.0193,0.9457000000000001
2370,49,13,0.0193,0.9457000000000001
2646,49,13,0.0193,0.9457000000000001
2976,49,13,0.0193,0.9457000000000001
3076,49,13,0.0193,0.9457000000000001
3811,49,13,0.0193,0.9457000000000001
4277,49,13,0.0193,0.9457000000000001
4412,49,13,0.0193,0.9457000000000001
5396,49,13,0.0193,0.9457000000000001
5707,49,13,0.0193,0.9457000000000001
6146,49,13,0.0193,0.9457000000000001
6289,49,13,0.0193,0.9457000000000001
7513,49,13,0.0193,0.9457000000000001
7616,49,13,0.0193,0.9457000000000001
7803,49,13,0.0193,0.9457000000000001
8216,49,13,0.0193,0.9457000000000001
8403,49,13,0.0193,0.9457000000000001
9495,49,13,0.0193,0.9457000000000001
161,42,12,0.0225,0.945
891,42,12,0.0225,0.945
1720,42,12,0.0225,0.945
2275,42,12,0.0225,0.945
2741,42,12,0.0225,0.945
2820,42,12,0.0225,0.945
3031,42,12,0.0225,0.945
3060,42,12,0.0225,0.945
3272,42,12,0.0225,0.945
3645,42,12,0.0225,0.945
3664,42,12,0.0225,0.945
4136,42,12,0.0225,0.945
4242,42,12,0.0225,0.945
4847,42,12,0.0225,0.945
5037,42,12,0.0225,0.945
5055,42,12,0.0225,0.945
5153,42,12,0.0225,0.945
6506,42,12,0.0225,0.945
6610,42,12,0.0225,0.945
6732,42,12,0.0225,0.945
8941,42,12,0.0225,0.945
842,25,9,0.0376,0.9400000000000001
2796,25,9,0.0376,0.9400000000000001
3463,25,9,0.0376,0.9400000000000001
3992,25,9,0.0376,0.9400000000000001
5418,25,9,0.0376,0.9400000000000001
7560,25,9,0.0376,0.9400000000000001
8378,25,9,0.0376,0.9400000000000001
9633,25,9,0.0376,0.9400000000000001
1538,74,15,0.0127,0.9398
1542,21,8,0.0447,0.9387
1961,21,8,0.0447,0.9387
8564,21,8,0.0447,0.9387
8685,21,8,0.0447,0.9387
9114,21,8,0.0447,0.9387
9792,21,8,0.0447,0.9387
979,56,14,0.0167,0.9352
1379,56,14,0.0167,0.9352
1505,56,14,0.0167,0.9352
1616,56,14,0.0167,0.9352
1824,56,14,0.0167,0.9352
2357,56,14,0.0167,0.9352
2408,56,14,0.0167,0.9352
3556,56,14,0.0167,0.9352
4127,56,14,0.0167,0.9352
4896,56,14,0.0167,0.9352
5238,56,14,0.0167,0.9352
6475,56,14,0.0167,0.9352
7426,56,14,0.0167,0.9352
7625,56,14,0.0167,0.9352
7957,56,14,0.0167,0.9352
9459,56,14,0.0167,0.9352
9741,56,14,0.0167,0.9352
1878,32,11,0.0292,0.9344
3280,32,11,0.0292,0.9344
4059,32,11,0.0292,0.9344
4730,32,11,0.0292,0.9344
8304,32,11,0.0292,0.9344
19,10,4,0.0934,0.9339999999999999
57,10,4,0.0934,0.9339999999999999
143,10,4,0.0934,0.9339999999999999
218,10,4,0.0934,0.9339999999999999
232,10,4,0.0934,0.9339999999999999
626,10,4,0.0934,0.9339999999999999
990,10,4,0.0934,0.9339999999999999
998,10,4,0.0934,0.9339999999999999
1035,10,4,0.0934,0.9339999999999999
1177,10,4,0.0934,0.9339999999999999
1215,10,4,0.0934,0.9339999999999999
1233,10,4,0.0934,0.9339999999999999
1442,10,4,0.0934,0.9339999999999999
1554,10,4,0.0934,0.9339999999999999
1816,10,4,0.0934,0.9339999999999999
1821,10,4,0.0934,0.9339999999999999
1869,10,4,0.0934,0.9339999999999999
1875,10,4,0.0934,0.9339999999999999
1956,10,4,0.0934,0.9339999999999999
2028,10,4,0.0934,0.9339999999999999
2198,10,4,0.0934,0.9339999999999999
2427,10,4,0.0934,0.9339999999999999
2467,10,4,0.0934,0.9339999999999999
2623,10,4,0.0934,0.9339999999999999
2669,10,4,0.0934,0.9339999999999999
2694,10,4,0.0934,0.9339999999999999
2957,10,4,0.0934,0.9339999999999999
2984,10,4,0.0934,0.9339999999999999
3069,10,4,0.0934,0.9339999999999999
3190,10,4,0.0934,0.9339999999999999
3289,10,4,0.0934,0.9339999999999999
3358,10,4,0.0934,0.9339999999999999
3623,10,4,0.0934,0.9339999999999999
3836,10,4,0.0934,0.9339999999999999
4082,10,4,0.0934,0.9339999999999999
4314,10,4,0.0934,0.9339999999999999
4340,10,4,0.0934,0.9339999999999999
4352,10,4,0.0934,0.9339999999999999
4421,10,4,0.0934,0.9339999999999999
4438,10,4,0.0934,0.9339999999999999
4450,10,4,0.0934,0.9339999999999999
4488,10,4,0.0934,0.9339999999999999
4503,10,4,0.0934,0.9339999999999999
4554,10,4,0.0934,0.9339999999999999
4650,10,4,0.0934,0.9339999999999999
4660,10,4,0.0934,0.9339999999999999
4695,10,4,0.0934,0.9339999999999999
4715,10,4,0.0934,0.9339999999999999
4869,10,4,0.0934,0.9339999999999999
5018,10,4,0.0934,0.9339999999999999
5110,10,4,0.0934,0.9339999999999999
5191,10,4,0.0934,0.9339999999999999
5223,10,4,0.0934,0.9339999999999999
5360,10,4,0.0934,0.9339999999999999
5390,10,4,0.0934,0.9339999999999999
5497,10,4,0.0934,0.9339999999999999
5608,10,4,0.0934,0.9339999999999999
5908,10,4,0.0934,0.9339999999999999
5954,10,4,0.0934,0.9339999999999999
5999,10,4,0.0934,0.9339999999999999
6046,10,4,0.0934,0.9339999999999999
6068,10,4,0.0934,0.9339999999999999
6095,10,4,0.0934,0.9339999999999999
6100,10,4,0.0934,0.9339999999999999
6150,10,4,0.0934,0.9339999999999999
6197,10,4,0.0934,0.9339999999999999
6419,10,4,0.0934,0.9339999999999999
6434,10,4,0.0934,0.9339999999999999
6602,10,4,0.0934,0.9339999999999999
6723,10,4,0.0934,0.9339999999999999
6858,10,4,0.0934,0.9339999999999999
6882,10,4,0.0934,0.9339999999999999
6982,10,4,0.0934,0.9339999999999999
7027,10,4,0.0934,0.9339999999999999
7201,10,4,0.0934,0.9339999999999999
7298,10,4,0.0934,0.9339999999999999
7341,10,4,0.0934,0.9339999999999999
7395,10,4,0.0934,0.9339999999999999
7430,10,4,0.0934,0.9339999999999999
7447,10,4,0.0934,0.9339999999999999
7467,10,4,0.0934,0.9339999999999999
7637,10,4,0.0934,0.9339999999999999
7677,10,4,0.0934,0.9339999999999999
7973,10,4,0.0934,0.9339999999999999
8033,10,4,0.0934,0.9339999999999999
8130,10,4,0.0934,0.9339999999999999
8152,10,4,0.0934,0.9339999999999999
8383,10,4,0.0934,0.9339999999999999
8385,10,4,0.0934,0.9339999999999999
8425,10,4,0.0934,0.9339999999999999
8439,10,4,0.0934,0.9339999999999999
8469,10,4,0.0934,0.9339999999999999
9184,10,4,0.0934,0.9339999999999999
9192,10,4,0.0934,0.9339999999999999
9233,10,4,0.0934,0.9339999999999999
9250,10,4,0.0934,0.9339999999999999
9313,10,4,0.0934,0.9339999999999999
9340,10,4,0.0934,0.9339999999999999
9355,10,4,0.0934,0.9339999999999999
9363,10,4,0.0934,0.9339999999999999
9365,10,4,0.0934,0.9339999999999999
9486,10,4,0.0934,0.9339999999999999
9544,10,4,0.0934,0.9339999999999999
9923,10,4,0.0934,0.9339999999999999
44,48,13,0.0193,0.9264000000000001
1792,48,13,0.0193,0.9264000000000001
2627,48,13,0.0193,0.9264000000000001
3658,48,13,0.0193,0.9264000000000001
4289,48,13,0.0193,0.9264000000000001
5146,48,13,0.0193,0.9264000000000001
7004,48,13,0.0193,0.9264000000000001
8913,48,13,0.0193,0.9264000000000001
9623,48,13,0.0193,0.9264000000000001
9727,48,13,0.0193,0.9264000000000001
934,41,12,0.0225,0.9225
984,41,12,0.0225,0.9225
1155,41,12,0.0225,0.9225
1224,41,12,0.0225,0.9225
1484,41,12,0.0225,0.9225
1724,41,12,0.0225,0.9225
2800,41,12,0.0225,0.9225
3714,41,12,0.0225,0.9225
4271,41,12,0.0225,0.9225
5651,41,12,0.0225,0.9225
5655,41,12,0.0225,0.9225
6361,41,12,0.0225,0.9225
7899,41,12,0.0225,0.9225
9262,41,12,0.0225,0.9225
9306,41,12,0.0225,0.9225
9730,41,12,0.0225,0.9225
1930,72,16,0.0128,0.9216000000000001
7611,72,16,0.0128,0.9216000000000001
491,55,14,0.0167,0.9185
2024,55,14,0.0167,0.9185
2230,55,14,0.0167,0.9185
2692,55,14,0.0167,0.9185
4194,55,14,0.0167,0.9185
4381,55,14,0.0167,0.9185
5065,55,14,0.0167,0.9185
5172,55,14,0.0167,0.9185
5470,55,14,0.0167,0.9185
5900,55,14,0.0167,0.9185
6126,55,14,0.0167,0.9185
8419,55,14,0.0167,0.9185
8536,55,14,0.0167,0.9185
9568,55,14,0.0167,0.9185
1311,17,7,0.054,0.918
2906,17,7,0.054,0.918
3559,17,7,0.054,0.918
5244,17,7,0.054,0.918
5789,17,7,0.054,0.918
5802,17,7,0.054,0.918
7501,17,7,0.054,0.918
9092,17,7,0.054,0.918
9744,17,7,0.054,0.918
511,27,10,0.0338,0.9125999999999999
5053,27,10,0.0338,0.9125999999999999
9136,27,10,0.0338,0.9125999999999999
1,11,5,0.0825,0.9075000000000001
58,11,5,0.0825,0.9075000000000001
386,11,5,0.0825,0.9075000000000001
449,11,5,0.0825,0.9075000000000001
1030,11,5,0.0825,0.9075000000000001
1267,11,5,0.0825,0.9075000000000001
1637,11,5,0.0825,0.9075000000000001
1841,11,5,0.0825,0.9075000000000001
1852,11,5,0.0825,0.9075000000000001
2637,11,5,0.0825,0.9075000000000001
3449,11,5,0.0825,0.9075000000000001
3588,11,5,0.0825,0.9075000000000001
4119,11,5,0.0825,0.9075000000000001
4215,11,5,0.0825,0.9075000000000001
5016,11,5,0.0825,0.9075000000000001
5565,11,5,0.0825,0.9075000000000001
5653,11,5,0.0825,0.9075000000000001
5743,11,5,0.0825,0.9075000000000001
5812,11,5,0.0825,0.9075000000000001
5987,11,5,0.0825,0.9075000000000001
6903,11,5,0.0825,0.9075000000000001
7308,11,5,0.0825,0.9075000000000001
7527,11,5,0.0825,0.9075000000000001
7863,11,5,0.0825,0.9075000000000001
7943,11,5,0.0825,0.9075000000000001
8328,11,5,0.0825,0.9075000000000001
9916,11,5,0.0825,0.9075000000000001
268,47,13,0.0193,0.9071
715,47,13,0.0193,0.9071
1295,47,13,0.0193,0.9071
1439,47,13,0.0193,0.9071
1976,47,13,0.0193,0.9071
3250,47,13,0.0193,0.9071
4389,47,13,0.0193,0.9071
4576,47,13,0.0193,0.9071
5133,47,13,0.0193,0.9071
5783,47,13,0.0193,0.9071
5897,47,13,0.0193,0.9071
6481,47,13,0.0193,0.9071
7482,47,13,0.0193,0.9071
9440,47,13,0.0193,0.9071
12,31,11,0.0292,0.9052
445,31,11,0.0292,0.9052
4890,31,11,0.0292,0.9052
7854,31,11,0.0292,0.9052
8311,31,11,0.0292,0.9052
8471,31,11,0.0292,0.9052
175,24,9,0.0376,0.9024000000000001
2147,24,9,0.0376,0.9024000000000001
4192,24,9,0.0376,0.9024000000000001
6260,24,9,0.0376,0.9024000000000001
6572,24,9,0.0376,0.9024000000000001
6618,24,9,0.0376,0.9024000000000001
6763,24,9,0.0376,0.9024000000000001
7149,24,9,0.0376,0.9024000000000001
8051,24,9,0.0376,0.9024000000000001
37,54,14,0.0167,0.9017999999999999
2209,54,14,0.0167,0.9017999999999999
2813,54,14,0.0167,0.9017999999999999
3834,54,14,0.0167,0.9017999999999999
4786,54,14,0.0167,0.9017999999999999
5049,54,14,0.0167,0.9017999999999999
6273,54,14,0.0167,0.9017999999999999
7249,54,14,0.0167,0.9017999999999999
7612,54,14,0.0167,0.9017999999999999
1241,40,12,0.0225,0.8999999999999999
1938,40,12,0.0225,0.8999999999999999
2151,40,12,0.0225,0.8999999999999999
2737,40,12,0.0225,0.8999999999999999
4056,40,12,0.0225,0.8999999999999999
4372,40,12,0.0225,0.8999999999999999
5148,40,12,0.0225,0.8999999999999999
5860,40,12,0.0225,0.8999999999999999
7386,40,12,0.0225,0.8999999999999999
7721,40,12,0.0225,0.8999999999999999
8763,40,12,0.0225,0.8999999999999999
9234,40,12,0.0225,0.8999999999999999
1397,70,16,0.0128,0.896
5734,70,16,0.0128,0.896
8786,70,16,0.0128,0.896
1769,20,8,0.0447,0.8939999999999999
3156,20,8,0.0447,0.8939999999999999
4183,20,8,0.0447,0.8939999999999999
4662,20,8,0.0447,0.8939999999999999
8878,20,8,0.0447,0.8939999999999999
286,13,6,0.0687,0.8931
844,13,6,0.0687,0.8931
2985,13,6,0.0687,0.8931
3173,13,6,0.0687,0.8931
4382,13,6,0.0687,0.8931
6594,13,6,0.0687,0.8931
6812,13,6,0.0687,0.8931
7931,13,6,0.0687,0.8931
89,46,13,0.0193,0.8878
294,46,13,0.0193,0.8878
344,46,13,0.0193,0.8878
506,46,13,0.0193,0.8878
2725,46,13,0.0193,0.8878
3044,46,13,0.0193,0.8878
3291,46,13,0.0193,0.8878
4617,46,13,0.0193,0.8878
4865,46,13,0.0193,0.8878
5108,46,13,0.0193,0.8878
6142,46,13,0.0193,0.8878
6362,46,13,0.0193,0.8878
6611,46,13,0.0193,0.8878
8119,46,13,0.0193,0.8878
8649,46,13,0.0193,0.8878
8743,46,13,0.0193,0.8878
9305,46,13,0.0193,0.8878
217,53,14,0.0167,0.8851
1317,53,14,0.0167,0.8851
1717,53,14,0.0167,0.8851
2224,53,14,0.0167,0.8851
2249,53,14,0.0167,0.8851
4754,53,14,0.0167,0.8851
6962,53,14,0.0167,0.8851
7032,53,14,0.0167,0.8851
9196,53,14,0.0167,0.8851
2500,69,16,0.0128,0.8832000000000001
7313,69,16,0.0128,0.8832000000000001
9491,69,16,0.0128,0.8832000000000001
1473,39,12,0.0225,0.8775
1790,39,12,0.0225,0.8775
1870,39,12,0.0225,0.8775
2856,39,12,0.0225,0.8775
3347,39,12,0.0225,0.8775
3922,39,12,0.0225,0.8775
5008,39,12,0.0225,0.8775
6228,39,12,0.0225,0.8775
6290,39,12,0.0225,0.8775
7352,39,12,0.0225,0.8775
8520,39,12,0.0225,0.8775
9354,39,12,0.0225,0.8775
9713,39,12,0.0225,0.8775
2682,69,15,0.0127,0.8763
1694,30,11,0.0292,0.876
1709,68,16,0.0128,0.8704000000000001
2945,68,16,0.0128,0.8704000000000001
4929,68,16,0.0128,0.8704000000000001
6926,68,16,0.0128,0.8704000000000001
6975,68,16,0.0128,0.8704000000000001
7759,68,16,0.0128,0.8704000000000001
7879,68,16,0.0128,0.8704000000000001
378,45,13,0.0193,0.8685
712,45,13,0.0193,0.8685
2390,45,13,0.0193,0.8685
2546,45,13,0.0193,0.8685
2781,45,13,0.0193,0.8685
3226,45,13,0.0193,0.8685
3560,45,13,0.0193,0.8685
4766,45,13,0.0193,0.8685
5960,45,13,0.0193,0.8685
6463,45,13,0.0193,0.8685
7210,45,13,0.0193,0.8685
7396,45,13,0.0193,0.8685
8842,45,13,0.0193,0.8685
9647,45,13,0.0193,0.8685
538,52,14,0.0167,0.8684
926,52,14,0.0167,0.8684
2253,52,14,0.0167,0.8684
3728,52,14,0.0167,0.8684
3876,52,14,0.0167,0.8684
4157,52,14,0.0167,0.8684
4742,52,14,0.0167,0.8684
5154,52,14,0.0167,0.8684
5537,52,14,0.0167,0.8684
5682,52,14,0.0167,0.8684
5767,52,14,0.0167,0.8684
5927,52,14,0.0167,0.8684
6693,52,14,0.0167,0.8684
6703,52,14,0.0167,0.8684
7306,52,14,0.0167,0.8684
